SampleTime,VehicleSpeed,EngineSpeed,CalculateLoad,MAF,AtmospherePressure,CoolantTemp,IntakeAir,EngineRunTime,InitialEngineCoolantTemp,InitialIntakeAirTemp,BatteryVoltage,AccelSens.No.1Volt%,AccelSens.No.2Volt%,AccelSensorOutNo.1,AccelSensorOutNo.2,AcceleratorIdlePosition,AccelFullyClose#1(AD),AccelFullyCloseLearn#1,AccelFullyCloseLearn#2,ThrottleSensorVolt%,ThrottleSensor2Volt%,ST1,SystemGuard,OpenSideMalfunction,ThrottleIdlePosition,ThrottleRequirePosition,ThrottleSensorPosition,ThrottlePositionNo.1,ThrottlePositionNo.2,ThrottlePositionCommand,ThrottleSensOpenPos#1,ThrottleSensOpenPos#2,ThrottleSensOpen#1(AD),ThrottleMotor,ThrottleMotorCurrent,ThrottleMotorDUTY,ThrottleMotorDuty(Open),ThrottleMotorDuty(Close),ThrottleFullyCloseLearn,ETCSActuatorPower,+BMVoltage,ActuatorPowerSupply,FailSafeDrive,FailSafeDrive(MainCPU),Injector(Port),InjectionVolum(Cylinder1),FuelPump/SpeedStatus,EvapPurgeFlow,PurgeDensityLearnValue,EVAPPurgeVSV,TargetAir-FuelRatio,O2SB1S1,ShortFTB1S1,LongFTB1S1,FuelSystemStatus#1,O2FTB1S1,IGNAdvance,KnockFeedbackValue,KnockCorrectLearnValue,VVTControlStatus#1,VVTAimAngle#1,VVTChangeAngle#1,VVTOCVDuty#1,StarterSignal,PowerSteeringSignal,PowerSteer.Sig.Record,StopLightSwitch,A/CSignal,ClosedThrottlePositionSW,ElectricalLoadSignal,CheckMode,SPDTestResult,#Codes(IncludeHistory),MIL,TimeafterDTCCleared,DistancefromDTCCleared,WarmupCycleClearedDTC,OBDRequirements,NumberofEmissionDTC,TCandTE1,ACTVSV,IdleFuelCut,FCTAU,ModelCode,EngineType,CylinderNumber,TransmissionType,Destination,ModelYear,SystemIdentification
00:02.867,0.000000,711.000000,17.600000,2.500000,101.000000,85.000000,30.000000,891.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.100000,15.200000,0.000000,16.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.300000,0.103000,1.000000,1.600000,1.000000,0.000000,1.000000,0.700000,1.500000,0.700000,2.000000,1.562000,7.000000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:03.150,0.000000,705.000000,18.000000,2.510000,101.000000,85.000000,30.000000,892.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.200000,15.200000,0.000000,19.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.300000,0.103000,1.000000,1.600000,1.000000,0.000000,1.000000,0.780000,0.700000,0.700000,2.000000,0.781000,7.500000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:03.473,0.000000,711.000000,17.600000,2.510000,101.000000,85.000000,30.000000,892.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.300000,15.200000,0.000000,18.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.300000,0.103000,1.000000,1.600000,1.000000,0.000000,1.000000,0.800000,0.700000,0.700000,2.000000,0.781000,7.500000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:03.756,0.000000,707.000000,17.600000,2.510000,101.000000,85.000000,30.000000,892.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.300000,15.200000,0.000000,18.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.300000,0.103000,1.000000,1.600000,1.000000,0.000000,1.000000,0.780000,0.000000,0.700000,2.000000,0.000000,8.000000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:04.038,0.000000,700.000000,18.000000,2.510000,101.000000,85.000000,30.000000,892.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.200000,15.200000,0.000000,15.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.300000,0.104000,1.000000,1.600000,1.000000,0.000000,1.000000,0.760000,0.000000,0.700000,2.000000,0.000000,8.500000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:04.321,0.000000,703.000000,18.000000,2.510000,101.000000,85.000000,30.000000,893.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.200000,15.200000,0.000000,18.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.300000,0.104000,1.000000,1.600000,1.000000,0.000000,1.000000,0.740000,-0.800000,0.700000,2.000000,-0.782000,9.000000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:04.604,0.000000,707.000000,17.600000,2.510000,101.000000,85.000000,30.000000,893.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.200000,15.200000,0.000000,18.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.300000,0.104000,1.000000,1.600000,1.000000,0.000000,1.000000,0.720000,-1.600000,0.700000,2.000000,-1.563000,8.000000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:04.886,0.000000,707.000000,18.000000,2.530000,101.000000,85.000000,30.000000,893.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.200000,15.200000,0.000000,20.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.170000,0.104000,1.000000,1.600000,1.000000,0.000000,1.000000,0.720000,-1.600000,0.700000,2.000000,-1.563000,9.000000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:05.169,0.000000,702.000000,18.000000,2.530000,101.000000,85.000000,30.000000,894.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.200000,15.200000,0.000000,21.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.170000,0.104000,1.000000,1.600000,1.000000,0.000000,1.000000,0.680000,-2.400000,0.700000,2.000000,-2.344000,9.000000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:05.451,0.000000,704.000000,18.000000,2.530000,101.000000,85.000000,30.000000,894.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.300000,15.200000,0.000000,17.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.170000,0.104000,1.000000,1.600000,1.000000,0.000000,1.000000,0.500000,-2.400000,0.700000,2.000000,-2.344000,9.500000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:05.734,0.000000,706.000000,18.000000,2.530000,101.000000,85.000000,30.000000,894.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.200000,15.200000,0.000000,18.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.300000,0.102000,1.000000,1.600000,1.000000,0.000000,1.000000,0.110000,-0.800000,0.700000,2.000000,-0.782000,8.500000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:06.017,0.000000,712.000000,17.600000,2.510000,101.000000,85.000000,30.000000,894.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.200000,15.200000,0.000000,17.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.300000,0.102000,1.000000,1.600000,1.000000,0.000000,1.000000,0.050000,0.000000,0.700000,2.000000,0.000000,8.000000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:06.299,0.000000,713.000000,17.600000,2.510000,101.000000,85.000000,30.000000,895.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.200000,15.200000,0.000000,16.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.300000,0.102000,1.000000,1.600000,1.000000,0.000000,1.000000,0.050000,0.700000,0.700000,2.000000,0.781000,7.500000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:06.623,0.000000,700.000000,18.000000,2.510000,101.000000,85.000000,30.000000,895.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.200000,15.200000,0.000000,18.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.300000,0.102000,1.000000,1.600000,1.000000,0.000000,1.000000,0.070000,1.500000,0.700000,2.000000,1.562000,8.000000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:06.905,0.000000,700.000000,18.000000,2.500000,101.000000,85.000000,30.000000,895.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.200000,15.200000,0.000000,20.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.300000,0.102000,1.000000,1.600000,1.000000,0.000000,1.000000,0.070000,2.300000,0.700000,2.000000,2.343000,7.500000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:07.188,0.000000,700.000000,18.000000,2.530000,101.000000,85.000000,30.000000,896.000000,27.500000,26.800000,13.500000,15.600000,31.700000,0.700000,1.500000,1.000000,0.700000,19.500000,39.500000,15.200000,46.200000,0.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.700000,2.300000,0.700000,0.900000,2.000000,0.700000,1.000000,1.200000,15.200000,0.000000,15.000000,0.600000,1.000000,13.400000,1.000000,0.000000,0.000000,2.300000,0.102000,1.000000,1.600000,1.000000,0.000000,1.000000,0.090000,2.300000,0.700000,2.000000,2.343000,7.000000,-3.000000,17.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
