SampleTime,VehicleSpeed,EngineSpeed,CalculateLoad,MAF,AtmospherePressure,CoolantTemp,IntakeAir,EngineRunTime,InitialEngineCoolantTemp,InitialIntakeAirTemp,BatteryVoltage,AccelSens.No.1Volt%,AccelSens.No.2Volt%,AccelSensorOutNo.1,AccelSensorOutNo.2,AcceleratorIdlePosition,AccelFullyClose#1(AD),AccelFullyCloseLearn#1,AccelFullyCloseLearn#2,ThrottleSensorVolt%,ThrottleSensor2Volt%,ST1,SystemGuard,OpenSideMalfunction,ThrottleIdlePosition,ThrottleRequirePosition,ThrottleSensorPosition,ThrottlePositionNo.1,ThrottlePositionNo.2,ThrottlePositionCommand,ThrottleSensOpenPos#1,ThrottleSensOpenPos#2,ThrottleSensOpen#1(AD),ThrottleMotor,ThrottleMotorCurrent,ThrottleMotorDUTY,ThrottleMotorDuty(Open),ThrottleMotorDuty(Close),ThrottleFullyCloseLearn,ETCSActuatorPower,+BMVoltage,ActuatorPowerSupply,FailSafeDrive,FailSafeDrive(MainCPU),Injector(Port),InjectionVolum(Cylinder1),FuelPump/SpeedStatus,EvapPurgeFlow,PurgeDensityLearnValue,EVAPPurgeVSV,TargetAir-FuelRatio,O2SB1S1,ShortFTB1S1,LongFTB1S1,FuelSystemStatus#1,O2FTB1S1,IGNAdvance,KnockFeedbackValue,KnockCorrectLearnValue,VVTControlStatus#1,VVTAimAngle#1,VVTChangeAngle#1,VVTOCVDuty#1,StarterSignal,PowerSteeringSignal,PowerSteer.Sig.Record,StopLightSwitch,A/CSignal,ClosedThrottlePositionSW,ElectricalLoadSignal,CheckMode,SPDTestResult,#Codes(IncludeHistory),MIL,TimeafterDTCCleared,DistancefromDTCCleared,WarmupCycleClearedDTC,OBDRequirements,NumberofEmissionDTC,TCandTE1,ACTVSV,IdleFuelCut,FCTAU,ModelCode,EngineType,CylinderNumber,TransmissionType,Destination,ModelYear,SystemIdentification
00:03.005,0.000000,757.000000,19.200000,2.920000,97.000000,75.000000,28.000000,274.000000,45.600000,28.700000,13.700000,16.000000,31.700000,0.800000,1.500000,1.000000,0.800000,20.000000,39.500000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,0.900000,16.000000,0.000000,12.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.115000,1.000000,0.000000,0.000000,0.000000,1.000000,0.780000,0.700000,2.300000,2.000000,0.781000,7.000000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:03.287,0.000000,753.000000,19.600000,2.930000,97.000000,75.000000,28.000000,274.000000,45.600000,28.700000,13.700000,16.000000,31.700000,0.800000,1.500000,1.000000,0.800000,20.000000,39.500000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,0.900000,16.000000,0.000000,14.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.115000,1.000000,0.000000,0.000000,0.000000,1.000000,0.760000,0.700000,2.300000,2.000000,0.781000,7.000000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:03.570,0.000000,752.000000,19.600000,2.920000,97.000000,75.000000,28.000000,275.000000,45.600000,28.700000,13.700000,16.000000,31.700000,0.800000,1.500000,1.000000,0.800000,20.000000,39.500000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,1.000000,16.000000,0.000000,13.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.115000,1.000000,0.000000,0.000000,0.000000,1.000000,0.740000,0.000000,2.300000,2.000000,0.000000,7.500000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:03.852,0.000000,748.000000,19.200000,2.890000,97.000000,75.000000,28.000000,275.000000,45.600000,28.700000,13.700000,16.000000,31.700000,0.800000,1.500000,1.000000,0.800000,20.000000,39.500000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,1.000000,16.000000,0.000000,14.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.115000,1.000000,0.000000,0.000000,0.000000,1.000000,0.720000,0.000000,2.300000,2.000000,0.000000,8.000000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:04.135,0.000000,750.000000,19.600000,2.930000,97.000000,75.000000,28.000000,275.000000,45.600000,28.700000,13.700000,16.000000,31.700000,0.800000,1.500000,1.000000,0.800000,20.000000,39.500000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,1.000000,16.000000,0.000000,12.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.115000,1.000000,0.000000,0.000000,0.000000,1.000000,0.640000,-0.800000,2.300000,2.000000,-0.782000,8.000000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:04.418,0.000000,742.000000,20.000000,2.930000,97.000000,75.000000,28.000000,276.000000,45.600000,28.700000,13.700000,16.000000,31.700000,0.800000,1.500000,1.000000,0.800000,20.000000,39.500000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,1.000000,16.000000,0.000000,12.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.112000,1.000000,0.000000,0.000000,0.000000,1.000000,0.290000,0.700000,2.300000,2.000000,0.781000,8.500000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:04.700,0.000000,750.000000,19.600000,2.930000,97.000000,75.000000,28.000000,276.000000,45.600000,28.700000,13.700000,16.000000,31.700000,0.800000,1.500000,1.000000,0.800000,20.000000,39.500000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,0.900000,16.000000,0.000000,16.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.112000,1.000000,0.000000,0.000000,0.000000,1.000000,0.090000,1.500000,2.300000,2.000000,1.562000,7.000000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:04.983,0.000000,753.000000,19.600000,2.950000,97.000000,75.000000,28.000000,276.000000,45.600000,28.700000,13.700000,16.000000,31.700000,0.800000,1.500000,1.000000,0.800000,20.000000,39.500000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,0.900000,16.000000,0.000000,14.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.112000,1.000000,0.000000,0.000000,0.000000,1.000000,0.070000,1.500000,2.300000,2.000000,1.562000,6.500000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:05.265,0.000000,753.000000,19.600000,2.930000,97.000000,75.000000,28.000000,276.000000,45.600000,28.700000,13.700000,16.000000,31.700000,0.800000,1.500000,1.000000,0.800000,20.000000,39.500000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,0.900000,16.000000,0.000000,11.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.112000,1.000000,0.000000,0.000000,0.000000,1.000000,0.090000,2.300000,2.300000,2.000000,2.343000,6.500000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:05.548,0.000000,757.000000,19.600000,2.950000,97.000000,75.000000,28.000000,277.000000,45.600000,28.700000,13.700000,16.000000,31.700000,0.800000,1.500000,1.000000,0.800000,20.000000,39.500000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,1.000000,16.000000,0.000000,16.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.112000,1.000000,0.000000,0.000000,0.000000,1.000000,0.110000,3.100000,2.300000,2.000000,3.125000,6.500000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:06.010,0.000000,763.000000,19.200000,2.950000,97.000000,75.000000,28.000000,277.000000,45.600000,28.700000,13.700000,16.000000,31.700000,0.800000,1.500000,1.000000,0.800000,20.000000,39.500000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,1.000000,16.000000,0.000000,13.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.115000,1.000000,0.000000,0.000000,0.000000,1.000000,0.720000,2.300000,2.300000,2.000000,2.343000,6.500000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:06.292,0.000000,762.000000,19.200000,2.930000,97.000000,75.000000,28.000000,277.000000,45.600000,28.700000,13.700000,16.000000,31.700000,0.800000,1.500000,1.000000,0.800000,20.000000,39.500000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,0.900000,16.000000,0.000000,13.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.115000,1.000000,0.000000,0.000000,0.000000,1.000000,0.760000,1.500000,2.300000,2.000000,1.562000,7.000000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:06.575,0.000000,760.000000,19.200000,2.930000,97.000000,75.000000,28.000000,278.000000,45.600000,28.700000,13.700000,17.200000,32.900000,0.800000,1.600000,1.000000,0.800000,20.000000,40.000000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,0.900000,16.000000,0.000000,12.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.115000,1.000000,0.000000,0.000000,0.000000,1.000000,0.760000,1.500000,2.300000,2.000000,1.562000,7.000000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:06.858,0.000000,758.000000,19.600000,2.930000,97.000000,75.000000,28.000000,278.000000,45.600000,28.700000,13.700000,17.200000,32.900000,0.800000,1.600000,0.000000,0.800000,20.000000,40.000000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,1.000000,16.000000,0.000000,16.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.115000,1.000000,0.000000,0.000000,0.000000,1.000000,0.760000,0.700000,2.300000,2.000000,0.781000,7.500000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:07.140,0.000000,764.000000,19.200000,2.920000,97.000000,75.000000,28.000000,278.000000,45.600000,28.700000,13.700000,18.000000,33.700000,0.800000,1.600000,0.000000,0.800000,20.000000,40.000000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,1.000000,16.000000,0.000000,14.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.115000,1.000000,0.000000,0.000000,0.000000,1.000000,0.760000,0.700000,2.300000,2.000000,0.781000,7.500000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
00:07.423,0.000000,769.000000,19.200000,2.920000,97.000000,75.000000,28.000000,279.000000,45.600000,28.700000,13.700000,18.400000,34.100000,0.800000,1.600000,0.000000,0.800000,20.000000,40.000000,16.000000,47.000000,0.000000,1.000000,0.000000,1.000000,0.800000,0.000000,0.800000,2.300000,0.800000,0.900000,2.000000,0.800000,1.000000,0.900000,16.000000,0.000000,13.000000,0.600000,1.000000,13.700000,1.000000,0.000000,0.000000,2.430000,0.112000,1.000000,0.000000,0.000000,0.000000,1.000000,0.740000,0.000000,2.300000,2.000000,0.000000,7.500000,-3.000000,18.400000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23886.000000,9359.000000,255.000000,5.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,2011.000000,1.000000
